parent_id,family_id,parent_role,birth_year_demo,baseline_age_at_first_child_demo,country_context_demo,parent_record_created_at_demo
M-000938,FAM-000938,mother,1968,30,CONTEXT_B,2026-07-15
P-000939,FAM-000939,father,1963,41,CONTEXT_B,2026-07-15
M-000939,FAM-000939,mother,1972,32,CONTEXT_A,2026-07-15
P-000940,FAM-000940,father,1979,24,CONTEXT_B,2026-07-15
M-000940,FAM-000940,mother,1979,24,CONTEXT_A,2026-07-15
P-000941,FAM-000941,father,1963,37,CONTEXT_A,2026-07-15
M-000941,FAM-000941,mother,1968,32,CONTEXT_A,2026-07-15
P-000942,FAM-000942,father,1978,23,CONTEXT_B,2026-07-15
M-000942,FAM-000942,mother,1976,25,CONTEXT_A,2026-07-15
P-000943,FAM-000943,father,1976,32,CONTEXT_A,2026-07-15
M-000943,FAM-000943,mother,1977,31,CONTEXT_A,2026-07-15
P-000944,FAM-000944,father,1980,25,CONTEXT_A,2026-07-15
M-000944,FAM-000944,mother,1983,22,CONTEXT_A,2026-07-15
P-000945,FAM-000945,father,1975,31,CONTEXT_A,2026-07-15
M-000945,FAM-000945,mother,1975,31,CONTEXT_A,2026-07-15
P-000946,FAM-000946,father,1985,21,CONTEXT_B,2026-07-15
M-000946,FAM-000946,mother,1979,27,CONTEXT_A,2026-07-15
P-000947,FAM-000947,father,1969,30,CONTEXT_B,2026-07-15
M-000947,FAM-000947,mother,1964,35,CONTEXT_B,2026-07-15
P-000948,FAM-000948,father,1974,26,CONTEXT_A,2026-07-15
M-000948,FAM-000948,mother,1978,22,CONTEXT_A,2026-07-15
P-000949,FAM-000949,father,1981,25,CONTEXT_B,2026-07-15
M-000949,FAM-000949,mother,1975,31,CONTEXT_C,2026-07-15
P-000950,FAM-000950,father,1973,34,CONTEXT_A,2026-07-15
M-000950,FAM-000950,mother,1972,35,CONTEXT_A,2026-07-15
P-000951,FAM-000951,father,1972,34,CONTEXT_A,2026-07-15
M-000951,FAM-000951,mother,1973,33,CONTEXT_C,2026-07-15
P-000952,FAM-000952,father,1964,34,CONTEXT_A,2026-07-15
M-000952,FAM-000952,mother,1968,30,CONTEXT_A,2026-07-15
P-000953,FAM-000953,father,1959,43,CONTEXT_B,2026-07-15
M-000953,FAM-000953,mother,1966,36,CONTEXT_A,2026-07-15
P-000954,FAM-000954,father,1970,35,CONTEXT_A,2026-07-15
M-000954,FAM-000954,mother,1975,30,CONTEXT_B,2026-07-15
P-000955,FAM-000955,father,1977,27,CONTEXT_A,2026-07-15
M-000955,FAM-000955,mother,1974,30,CONTEXT_A,2026-07-15
P-000956,FAM-000956,father,1965,39,CONTEXT_A,2026-07-15
M-000956,FAM-000956,mother,1968,36,CONTEXT_C,2026-07-15
P-000957,FAM-000957,father,1949,51,CONTEXT_A,2026-07-15
M-000957,FAM-000957,mother,1958,42,CONTEXT_B,2026-07-15
P-000958,FAM-000958,father,1973,28,CONTEXT_A,2026-07-15
M-000958,FAM-000958,mother,1973,28,CONTEXT_A,2026-07-15
P-000959,FAM-000959,father,1974,32,CONTEXT_B,2026-07-15
M-000959,FAM-000959,mother,1975,31,CONTEXT_B,2026-07-15
P-000960,FAM-000960,father,1971,33,CONTEXT_B,2026-07-15
M-000960,FAM-000960,mother,1973,31,CONTEXT_C,2026-07-15
P-000961,FAM-000961,father,1965,34,CONTEXT_A,2026-07-15
M-000961,FAM-000961,mother,1970,29,CONTEXT_B,2026-07-15
P-000962,FAM-000962,father,1966,39,CONTEXT_A,2026-07-15
M-000962,FAM-000962,mother,1970,35,CONTEXT_A,2026-07-15
P-000963,FAM-000963,father,1959,43,CONTEXT_A,2026-07-15
M-000963,FAM-000963,mother,1966,36,CONTEXT_A,2026-07-15
P-000964,FAM-000964,father,1961,40,CONTEXT_B,2026-07-15
M-000964,FAM-000964,mother,1964,37,CONTEXT_A,2026-07-15
P-000965,FAM-000965,father,1963,39,CONTEXT_C,2026-07-15
M-000965,FAM-000965,mother,1971,31,CONTEXT_A,2026-07-15
P-000966,FAM-000966,father,1971,29,CONTEXT_B,2026-07-15
M-000966,FAM-000966,mother,1974,26,CONTEXT_A,2026-07-15
P-000967,FAM-000967,father,1968,38,CONTEXT_B,2026-07-15
M-000967,FAM-000967,mother,1975,31,CONTEXT_C,2026-07-15
P-000968,FAM-000968,father,1981,27,CONTEXT_A,2026-07-15
M-000968,FAM-000968,mother,1976,32,CONTEXT_A,2026-07-15
P-000969,FAM-000969,father,1978,28,CONTEXT_C,2026-07-15
M-000969,FAM-000969,mother,1974,32,CONTEXT_A,2026-07-15
P-000970,FAM-000970,father,1962,39,CONTEXT_A,2026-07-15
M-000970,FAM-000970,mother,1963,38,CONTEXT_B,2026-07-15
P-000971,FAM-000971,father,1969,35,CONTEXT_B,2026-07-15
M-000971,FAM-000971,mother,1966,38,CONTEXT_A,2026-07-15
P-000972,FAM-000972,father,1964,36,CONTEXT_A,2026-07-15
M-000972,FAM-000972,mother,1965,35,CONTEXT_B,2026-07-15
P-000973,FAM-000973,father,1980,23,CONTEXT_A,2026-07-15
M-000973,FAM-000973,mother,1975,28,CONTEXT_A,2026-07-15
P-000974,FAM-000974,father,1961,39,CONTEXT_A,2026-07-15
M-000974,FAM-000974,mother,1966,34,CONTEXT_A,2026-07-15
P-000975,FAM-000975,father,1986,22,CONTEXT_A,2026-07-15
M-000975,FAM-000975,mother,1983,25,CONTEXT_A,2026-07-15
P-000976,FAM-000976,father,1974,26,CONTEXT_A,2026-07-15
M-000976,FAM-000976,mother,1975,25,CONTEXT_A,2026-07-15
P-000977,FAM-000977,father,1985,21,CONTEXT_A,2026-07-15
M-000977,FAM-000977,mother,1987,19,CONTEXT_C,2026-07-15
P-000978,FAM-000978,father,1970,30,CONTEXT_B,2026-07-15
M-000978,FAM-000978,mother,1970,30,CONTEXT_A,2026-07-15
P-000979,FAM-000979,father,1970,31,CONTEXT_B,2026-07-15
M-000979,FAM-000979,mother,1969,32,CONTEXT_B,2026-07-15
P-000980,FAM-000980,father,1973,25,CONTEXT_B,2026-07-15
M-000980,FAM-000980,mother,1969,29,CONTEXT_A,2026-07-15
P-000981,FAM-000981,father,1972,29,CONTEXT_A,2026-07-15
M-000981,FAM-000981,mother,1971,30,CONTEXT_A,2026-07-15
P-000982,FAM-000982,father,1958,43,CONTEXT_B,2026-07-15
M-000982,FAM-000982,mother,1964,37,CONTEXT_A,2026-07-15
P-000983,FAM-000983,father,1968,30,CONTEXT_B,2026-07-15
M-000983,FAM-000983,mother,1964,34,CONTEXT_C,2026-07-15
P-000984,FAM-000984,father,1977,31,CONTEXT_A,2026-07-15
M-000984,FAM-000984,mother,1982,26,CONTEXT_C,2026-07-15
P-000985,FAM-000985,father,1967,36,CONTEXT_A,2026-07-15
M-000985,FAM-000985,mother,1971,32,CONTEXT_A,2026-07-15
P-000986,FAM-000986,father,1969,32,CONTEXT_A,2026-07-15
M-000986,FAM-000986,mother,1974,27,CONTEXT_A,2026-07-15
P-000987,FAM-000987,father,1976,31,CONTEXT_A,2026-07-15
M-000987,FAM-000987,mother,1981,26,CONTEXT_B,2026-07-15
P-000988,FAM-000988,father,1973,35,CONTEXT_A,2026-07-15
M-000988,FAM-000988,mother,1974,34,CONTEXT_A,2026-07-15
P-000989,FAM-000989,father,1973,35,CONTEXT_A,2026-07-15
M-000989,FAM-000989,mother,1981,27,CONTEXT_A,2026-07-15
P-000990,FAM-000990,father,1972,32,CONTEXT_B,2026-07-15
M-000990,FAM-000990,mother,1977,27,CONTEXT_B,2026-07-15
P-000991,FAM-000991,father,1954,43,CONTEXT_A,2026-07-15
M-000991,FAM-000991,mother,1961,36,CONTEXT_A,2026-07-15
P-000992,FAM-000992,father,1974,27,CONTEXT_A,2026-07-15
M-000992,FAM-000992,mother,1973,28,CONTEXT_A,2026-07-15
P-000993,FAM-000993,father,1976,22,CONTEXT_B,2026-07-15
M-000993,FAM-000993,mother,1977,21,CONTEXT_A,2026-07-15
P-000994,FAM-000994,father,1973,25,CONTEXT_A,2026-07-15
M-000994,FAM-000994,mother,1972,26,CONTEXT_B,2026-07-15
P-000995,FAM-000995,father,1969,30,CONTEXT_A,2026-07-15
M-000995,FAM-000995,mother,1974,25,CONTEXT_A,2026-07-15
P-000996,FAM-000996,father,1970,31,CONTEXT_A,2026-07-15
M-000996,FAM-000996,mother,1970,31,CONTEXT_A,2026-07-15
P-000997,FAM-000997,father,1972,35,CONTEXT_B,2026-07-15
M-000997,FAM-000997,mother,1977,30,CONTEXT_A,2026-07-15
P-000998,FAM-000998,father,1977,29,CONTEXT_A,2026-07-15
M-000998,FAM-000998,mother,1976,30,CONTEXT_A,2026-07-15
P-000999,FAM-000999,father,1972,29,CONTEXT_B,2026-07-15
M-000999,FAM-000999,mother,1971,30,CONTEXT_C,2026-07-15
P-001000,FAM-001000,father,1971,35,CONTEXT_A,2026-07-15
M-001000,FAM-001000,mother,1973,33,CONTEXT_B,2026-07-15
P-001001,FAM-001001,father,1970,36,CONTEXT_A,2026-07-15
M-001001,FAM-001001,mother,1974,32,CONTEXT_A,2026-07-15
P-001002,FAM-001002,father,1967,31,CONTEXT_B,2026-07-15
M-001002,FAM-001002,mother,1969,29,CONTEXT_B,2026-07-15
P-001003,FAM-001003,father,1973,33,CONTEXT_A,2026-07-15
M-001003,FAM-001003,mother,1977,29,CONTEXT_B,2026-07-15
P-001004,FAM-001004,father,1966,40,CONTEXT_C,2026-07-15
M-001004,FAM-001004,mother,1969,37,CONTEXT_C,2026-07-15
P-001005,FAM-001005,father,1959,42,CONTEXT_A,2026-07-15
M-001005,FAM-001005,mother,1966,35,CONTEXT_A,2026-07-15
P-001006,FAM-001006,father,1966,33,CONTEXT_A,2026-07-15
M-001006,FAM-001006,mother,1972,27,CONTEXT_B,2026-07-15
P-001007,FAM-001007,father,1969,29,CONTEXT_B,2026-07-15
M-001007,FAM-001007,mother,1971,27,CONTEXT_A,2026-07-15
P-001008,FAM-001008,father,1972,32,CONTEXT_B,2026-07-15
M-001008,FAM-001008,mother,1974,30,CONTEXT_B,2026-07-15
P-001009,FAM-001009,father,1980,26,CONTEXT_A,2026-07-15
M-001009,FAM-001009,mother,1981,25,CONTEXT_A,2026-07-15
P-001010,FAM-001010,father,1977,25,CONTEXT_A,2026-07-15
M-001010,FAM-001010,mother,1973,29,CONTEXT_A,2026-07-15
P-001011,FAM-001011,father,1979,20,CONTEXT_A,2026-07-15
M-001011,FAM-001011,mother,1978,21,CONTEXT_A,2026-07-15
P-001012,FAM-001012,father,1975,27,CONTEXT_A,2026-07-15
M-001012,FAM-001012,mother,1973,29,CONTEXT_A,2026-07-15
P-001013,FAM-001013,father,1971,32,CONTEXT_B,2026-07-15
M-001013,FAM-001013,mother,1974,29,CONTEXT_B,2026-07-15
P-001014,FAM-001014,father,1973,35,CONTEXT_A,2026-07-15
M-001014,FAM-001014,mother,1971,37,CONTEXT_A,2026-07-15
P-001015,FAM-001015,father,1976,25,CONTEXT_A,2026-07-15
M-001015,FAM-001015,mother,1978,23,CONTEXT_A,2026-07-15
P-001016,FAM-001016,father,1972,32,CONTEXT_B,2026-07-15
M-001016,FAM-001016,mother,1978,26,CONTEXT_A,2026-07-15
P-001017,FAM-001017,father,1971,37,CONTEXT_A,2026-07-15
M-001017,FAM-001017,mother,1971,37,CONTEXT_A,2026-07-15
P-001018,FAM-001018,father,1970,33,CONTEXT_C,2026-07-15
M-001018,FAM-001018,mother,1969,34,CONTEXT_A,2026-07-15
P-001019,FAM-001019,father,1972,28,CONTEXT_C,2026-07-15
M-001019,FAM-001019,mother,1972,28,CONTEXT_B,2026-07-15
P-001020,FAM-001020,father,1979,25,CONTEXT_B,2026-07-15
M-001020,FAM-001020,mother,1974,30,CONTEXT_B,2026-07-15
P-001021,FAM-001021,father,1958,42,CONTEXT_C,2026-07-15
M-001021,FAM-001021,mother,1964,36,CONTEXT_A,2026-07-15
P-001022,FAM-001022,father,1954,47,CONTEXT_A,2026-07-15
M-001022,FAM-001022,mother,1963,38,CONTEXT_A,2026-07-15
P-001023,FAM-001023,father,1976,33,CONTEXT_B,2026-07-15
M-001023,FAM-001023,mother,1976,33,CONTEXT_A,2026-07-15
P-001024,FAM-001024,father,1966,35,CONTEXT_B,2026-07-15
M-001024,FAM-001024,mother,1971,30,CONTEXT_C,2026-07-15
P-001025,FAM-001025,father,1968,31,CONTEXT_A,2026-07-15
M-001025,FAM-001025,mother,1971,28,CONTEXT_C,2026-07-15
P-001026,FAM-001026,father,1967,38,CONTEXT_A,2026-07-15
M-001026,FAM-001026,mother,1974,31,CONTEXT_A,2026-07-15
P-001027,FAM-001027,father,1983,20,CONTEXT_C,2026-07-15
M-001027,FAM-001027,mother,1977,26,CONTEXT_A,2026-07-15
P-001028,FAM-001028,father,1974,34,CONTEXT_B,2026-07-15
M-001028,FAM-001028,mother,1978,30,CONTEXT_C,2026-07-15
P-001029,FAM-001029,father,1979,28,CONTEXT_A,2026-07-15
M-001029,FAM-001029,mother,1980,27,CONTEXT_A,2026-07-15
P-001030,FAM-001030,father,1978,30,CONTEXT_A,2026-07-15
M-001030,FAM-001030,mother,1976,32,CONTEXT_B,2026-07-15
P-001031,FAM-001031,father,1982,26,CONTEXT_C,2026-07-15
M-001031,FAM-001031,mother,1979,29,CONTEXT_C,2026-07-15
P-001032,FAM-001032,father,1970,29,CONTEXT_C,2026-07-15
M-001032,FAM-001032,mother,1971,28,CONTEXT_A,2026-07-15
P-001033,FAM-001033,father,1972,28,CONTEXT_A,2026-07-15
M-001033,FAM-001033,mother,1975,25,CONTEXT_A,2026-07-15
P-001034,FAM-001034,father,1967,32,CONTEXT_A,2026-07-15
M-001034,FAM-001034,mother,1966,33,CONTEXT_C,2026-07-15
P-001035,FAM-001035,father,1968,31,CONTEXT_A,2026-07-15
M-001035,FAM-001035,mother,1969,30,CONTEXT_C,2026-07-15
P-001036,FAM-001036,father,1975,25,CONTEXT_C,2026-07-15
M-001036,FAM-001036,mother,1971,29,CONTEXT_A,2026-07-15
P-001037,FAM-001037,father,1976,30,CONTEXT_A,2026-07-15
M-001037,FAM-001037,mother,1977,29,CONTEXT_A,2026-07-15
P-001038,FAM-001038,father,1975,26,CONTEXT_A,2026-07-15
M-001038,FAM-001038,mother,1976,25,CONTEXT_B,2026-07-15
P-001039,FAM-001039,father,1969,36,CONTEXT_B,2026-07-15
M-001039,FAM-001039,mother,1977,28,CONTEXT_A,2026-07-15
P-001040,FAM-001040,father,1963,37,CONTEXT_B,2026-07-15
M-001040,FAM-001040,mother,1972,28,CONTEXT_B,2026-07-15
P-001041,FAM-001041,father,1973,34,CONTEXT_A,2026-07-15
M-001041,FAM-001041,mother,1975,32,CONTEXT_A,2026-07-15
P-001042,FAM-001042,father,1971,31,CONTEXT_C,2026-07-15
M-001042,FAM-001042,mother,1976,26,CONTEXT_A,2026-07-15
P-001043,FAM-001043,father,1971,29,CONTEXT_A,2026-07-15
M-001043,FAM-001043,mother,1973,27,CONTEXT_A,2026-07-15
P-001044,FAM-001044,father,1982,24,CONTEXT_A,2026-07-15
M-001044,FAM-001044,mother,1985,21,CONTEXT_B,2026-07-15
P-001045,FAM-001045,father,1967,34,CONTEXT_A,2026-07-15
M-001045,FAM-001045,mother,1970,31,CONTEXT_B,2026-07-15
P-001046,FAM-001046,father,1970,32,CONTEXT_A,2026-07-15
M-001046,FAM-001046,mother,1972,30,CONTEXT_A,2026-07-15
P-001047,FAM-001047,father,1967,31,CONTEXT_A,2026-07-15
M-001047,FAM-001047,mother,1971,27,CONTEXT_A,2026-07-15
P-001048,FAM-001048,father,1971,33,CONTEXT_A,2026-07-15
M-001048,FAM-001048,mother,1968,36,CONTEXT_A,2026-07-15
P-001049,FAM-001049,father,1966,32,CONTEXT_B,2026-07-15
M-001049,FAM-001049,mother,1970,28,CONTEXT_B,2026-07-15
P-001050,FAM-001050,father,1973,33,CONTEXT_C,2026-07-15
M-001050,FAM-001050,mother,1973,33,CONTEXT_B,2026-07-15
P-001051,FAM-001051,father,1988,18,CONTEXT_A,2026-07-15
M-001051,FAM-001051,mother,1983,23,CONTEXT_A,2026-07-15
P-001052,FAM-001052,father,1958,40,CONTEXT_A,2026-07-15
M-001052,FAM-001052,mother,1963,35,CONTEXT_A,2026-07-15
P-001053,FAM-001053,father,1968,31,CONTEXT_A,2026-07-15
M-001053,FAM-001053,mother,1968,31,CONTEXT_B,2026-07-15
P-001054,FAM-001054,father,1965,37,CONTEXT_A,2026-07-15
M-001054,FAM-001054,mother,1966,36,CONTEXT_B,2026-07-15
P-001055,FAM-001055,father,1984,22,CONTEXT_A,2026-07-15
M-001055,FAM-001055,mother,1984,22,CONTEXT_B,2026-07-15
P-001056,FAM-001056,father,1958,43,CONTEXT_A,2026-07-15
M-001056,FAM-001056,mother,1965,36,CONTEXT_C,2026-07-15
P-001057,FAM-001057,father,1967,33,CONTEXT_C,2026-07-15
M-001057,FAM-001057,mother,1969,31,CONTEXT_C,2026-07-15
P-001058,FAM-001058,father,1971,29,CONTEXT_A,2026-07-15
M-001058,FAM-001058,mother,1972,28,CONTEXT_C,2026-07-15
P-001059,FAM-001059,father,1976,25,CONTEXT_A,2026-07-15
M-001059,FAM-001059,mother,1975,26,CONTEXT_A,2026-07-15
P-001060,FAM-001060,father,1976,24,CONTEXT_C,2026-07-15
M-001060,FAM-001060,mother,1971,29,CONTEXT_A,2026-07-15
P-001061,FAM-001061,father,1969,29,CONTEXT_A,2026-07-15
M-001061,FAM-001061,mother,1966,32,CONTEXT_A,2026-07-15
P-001062,FAM-001062,father,1965,43,CONTEXT_A,2026-07-15
M-001062,FAM-001062,mother,1971,37,CONTEXT_B,2026-07-15
P-001063,FAM-001063,father,1983,19,CONTEXT_A,2026-07-15
M-001063,FAM-001063,mother,1978,24,CONTEXT_A,2026-07-15
P-001064,FAM-001064,father,1981,18,CONTEXT_A,2026-07-15
M-001064,FAM-001064,mother,1977,22,CONTEXT_B,2026-07-15
P-001065,FAM-001065,father,1971,27,CONTEXT_B,2026-07-15
M-001065,FAM-001065,mother,1976,22,CONTEXT_A,2026-07-15
P-001066,FAM-001066,father,1979,25,CONTEXT_A,2026-07-15
M-001066,FAM-001066,mother,1978,26,CONTEXT_A,2026-07-15
P-001067,FAM-001067,father,1971,35,CONTEXT_B,2026-07-15
M-001067,FAM-001067,mother,1975,31,CONTEXT_A,2026-07-15
P-001068,FAM-001068,father,1968,34,CONTEXT_A,2026-07-15
M-001068,FAM-001068,mother,1972,30,CONTEXT_B,2026-07-15
P-001069,FAM-001069,father,1978,28,CONTEXT_A,2026-07-15
M-001069,FAM-001069,mother,1974,32,CONTEXT_B,2026-07-15
P-001070,FAM-001070,father,1986,21,CONTEXT_A,2026-07-15
M-001070,FAM-001070,mother,1988,19,CONTEXT_A,2026-07-15
P-001071,FAM-001071,father,1963,34,CONTEXT_A,2026-07-15
M-001071,FAM-001071,mother,1965,32,CONTEXT_A,2026-07-15
P-001072,FAM-001072,father,1970,29,CONTEXT_A,2026-07-15
M-001072,FAM-001072,mother,1969,30,CONTEXT_A,2026-07-15
P-001073,FAM-001073,father,1961,38,CONTEXT_A,2026-07-15
M-001073,FAM-001073,mother,1966,33,CONTEXT_B,2026-07-15
P-001074,FAM-001074,father,1982,22,CONTEXT_C,2026-07-15
M-001074,FAM-001074,mother,1980,24,CONTEXT_A,2026-07-15
P-001075,FAM-001075,father,1967,32,CONTEXT_C,2026-07-15
M-001075,FAM-001075,mother,1971,28,CONTEXT_B,2026-07-15
P-001076,FAM-001076,father,1982,24,CONTEXT_A,2026-07-15
M-001076,FAM-001076,mother,1986,20,CONTEXT_B,2026-07-15
P-001077,FAM-001077,father,1979,25,CONTEXT_A,2026-07-15
M-001077,FAM-001077,mother,1981,23,CONTEXT_A,2026-07-15
P-001078,FAM-001078,father,1969,36,CONTEXT_A,2026-07-15
M-001078,FAM-001078,mother,1971,34,CONTEXT_A,2026-07-15
P-001079,FAM-001079,father,1979,26,CONTEXT_B,2026-07-15
M-001079,FAM-001079,mother,1981,24,CONTEXT_A,2026-07-15
P-001080,FAM-001080,father,1967,32,CONTEXT_A,2026-07-15
M-001080,FAM-001080,mother,1967,32,CONTEXT_C,2026-07-15
P-001081,FAM-001081,father,1971,29,CONTEXT_C,2026-07-15
M-001081,FAM-001081,mother,1974,26,CONTEXT_A,2026-07-15
P-001082,FAM-001082,father,1980,26,CONTEXT_A,2026-07-15
M-001082,FAM-001082,mother,1980,26,CONTEXT_B,2026-07-15
P-001083,FAM-001083,father,1970,30,CONTEXT_B,2026-07-15
M-001083,FAM-001083,mother,1967,33,CONTEXT_A,2026-07-15
P-001084,FAM-001084,father,1975,27,CONTEXT_B,2026-07-15
M-001084,FAM-001084,mother,1976,26,CONTEXT_B,2026-07-15
P-001085,FAM-001085,father,1965,35,CONTEXT_A,2026-07-15
M-001085,FAM-001085,mother,1969,31,CONTEXT_B,2026-07-15
P-001086,FAM-001086,father,1963,36,CONTEXT_A,2026-07-15
M-001086,FAM-001086,mother,1969,30,CONTEXT_B,2026-07-15
P-001087,FAM-001087,father,1964,34,CONTEXT_C,2026-07-15
M-001087,FAM-001087,mother,1972,26,CONTEXT_C,2026-07-15
P-001088,FAM-001088,father,1983,24,CONTEXT_A,2026-07-15
M-001088,FAM-001088,mother,1982,25,CONTEXT_A,2026-07-15
P-001089,FAM-001089,father,1974,28,CONTEXT_A,2026-07-15
M-001089,FAM-001089,mother,1973,29,CONTEXT_B,2026-07-15
P-001090,FAM-001090,father,1976,30,CONTEXT_C,2026-07-15
M-001090,FAM-001090,mother,1970,36,CONTEXT_B,2026-07-15
P-001091,FAM-001091,father,1967,31,CONTEXT_C,2026-07-15
M-001091,FAM-001091,mother,1973,25,CONTEXT_C,2026-07-15
P-001092,FAM-001092,father,1976,27,CONTEXT_B,2026-07-15
M-001092,FAM-001092,mother,1977,26,CONTEXT_A,2026-07-15
P-001093,FAM-001093,father,1967,37,CONTEXT_A,2026-07-15
M-001093,FAM-001093,mother,1973,31,CONTEXT_B,2026-07-15
P-001094,FAM-001094,father,1960,38,CONTEXT_B,2026-07-15
M-001094,FAM-001094,mother,1964,34,CONTEXT_A,2026-07-15
P-001095,FAM-001095,father,1971,36,CONTEXT_A,2026-07-15
M-001095,FAM-001095,mother,1978,29,CONTEXT_B,2026-07-15
P-001096,FAM-001096,father,1976,32,CONTEXT_B,2026-07-15
M-001096,FAM-001096,mother,1979,29,CONTEXT_A,2026-07-15
P-001097,FAM-001097,father,1975,30,CONTEXT_A,2026-07-15
M-001097,FAM-001097,mother,1975,30,CONTEXT_B,2026-07-15
P-001098,FAM-001098,father,1970,35,CONTEXT_B,2026-07-15
M-001098,FAM-001098,mother,1972,33,CONTEXT_A,2026-07-15
P-001099,FAM-001099,father,1967,36,CONTEXT_A,2026-07-15
M-001099,FAM-001099,mother,1966,37,CONTEXT_A,2026-07-15
P-001100,FAM-001100,father,1965,40,CONTEXT_A,2026-07-15
M-001100,FAM-001100,mother,1971,34,CONTEXT_A,2026-07-15
P-001101,FAM-001101,father,1951,49,CONTEXT_A,2026-07-15
M-001101,FAM-001101,mother,1959,41,CONTEXT_A,2026-07-15
P-001102,FAM-001102,father,1973,33,CONTEXT_C,2026-07-15
M-001102,FAM-001102,mother,1975,31,CONTEXT_A,2026-07-15
P-001103,FAM-001103,father,1976,32,CONTEXT_A,2026-07-15
M-001103,FAM-001103,mother,1977,31,CONTEXT_A,2026-07-15
P-001104,FAM-001104,father,1952,47,CONTEXT_A,2026-07-15
M-001104,FAM-001104,mother,1959,40,CONTEXT_A,2026-07-15
P-001105,FAM-001105,father,1967,34,CONTEXT_A,2026-07-15
M-001105,FAM-001105,mother,1972,29,CONTEXT_A,2026-07-15
P-001106,FAM-001106,father,1975,32,CONTEXT_A,2026-07-15
M-001106,FAM-001106,mother,1974,33,CONTEXT_A,2026-07-15
P-001107,FAM-001107,father,1980,23,CONTEXT_A,2026-07-15
M-001107,FAM-001107,mother,1977,26,CONTEXT_A,2026-07-15
P-001108,FAM-001108,father,1967,32,CONTEXT_A,2026-07-15
M-001108,FAM-001108,mother,1962,37,CONTEXT_B,2026-07-15
P-001109,FAM-001109,father,1969,31,CONTEXT_B,2026-07-15
M-001109,FAM-001109,mother,1974,26,CONTEXT_C,2026-07-15
P-001110,FAM-001110,father,1973,28,CONTEXT_A,2026-07-15
M-001110,FAM-001110,mother,1976,25,CONTEXT_A,2026-07-15
P-001111,FAM-001111,father,1972,30,CONTEXT_A,2026-07-15
M-001111,FAM-001111,mother,1974,28,CONTEXT_A,2026-07-15
P-001112,FAM-001112,father,1960,39,CONTEXT_B,2026-07-15
M-001112,FAM-001112,mother,1963,36,CONTEXT_B,2026-07-15
P-001113,FAM-001113,father,1970,32,CONTEXT_A,2026-07-15
M-001113,FAM-001113,mother,1969,33,CONTEXT_B,2026-07-15
P-001114,FAM-001114,father,1968,35,CONTEXT_A,2026-07-15
M-001114,FAM-001114,mother,1968,35,CONTEXT_C,2026-07-15
P-001115,FAM-001115,father,1975,34,CONTEXT_B,2026-07-15
M-001115,FAM-001115,mother,1980,29,CONTEXT_A,2026-07-15
P-001116,FAM-001116,father,1970,36,CONTEXT_C,2026-07-15
M-001116,FAM-001116,mother,1973,33,CONTEXT_B,2026-07-15
P-001117,FAM-001117,father,1976,28,CONTEXT_A,2026-07-15
M-001117,FAM-001117,mother,1976,28,CONTEXT_B,2026-07-15
P-001118,FAM-001118,father,1973,34,CONTEXT_B,2026-07-15
M-001118,FAM-001118,mother,1976,31,CONTEXT_C,2026-07-15
P-001119,FAM-001119,father,1983,22,CONTEXT_B,2026-07-15
M-001119,FAM-001119,mother,1978,27,CONTEXT_A,2026-07-15
P-001120,FAM-001120,father,1974,33,CONTEXT_B,2026-07-15
M-001120,FAM-001120,mother,1975,32,CONTEXT_B,2026-07-15
P-001121,FAM-001121,father,1971,32,CONTEXT_A,2026-07-15
M-001121,FAM-001121,mother,1970,33,CONTEXT_C,2026-07-15
P-001122,FAM-001122,father,1979,24,CONTEXT_B,2026-07-15
M-001122,FAM-001122,mother,1979,24,CONTEXT_B,2026-07-15
P-001123,FAM-001123,father,1979,20,CONTEXT_B,2026-07-15
M-001123,FAM-001123,mother,1975,24,CONTEXT_A,2026-07-15
P-001124,FAM-001124,father,1980,18,CONTEXT_C,2026-07-15
M-001124,FAM-001124,mother,1979,19,CONTEXT_A,2026-07-15
P-001125,FAM-001125,father,1979,27,CONTEXT_B,2026-07-15
M-001125,FAM-001125,mother,1985,21,CONTEXT_A,2026-07-15
P-001126,FAM-001126,father,1973,32,CONTEXT_A,2026-07-15
M-001126,FAM-001126,mother,1972,33,CONTEXT_B,2026-07-15
P-001127,FAM-001127,father,1978,25,CONTEXT_C,2026-07-15
M-001127,FAM-001127,mother,1978,25,CONTEXT_C,2026-07-15
P-001128,FAM-001128,father,1979,28,CONTEXT_C,2026-07-15
M-001128,FAM-001128,mother,1980,27,CONTEXT_A,2026-07-15
P-001129,FAM-001129,father,1979,25,CONTEXT_A,2026-07-15
M-001129,FAM-001129,mother,1980,24,CONTEXT_A,2026-07-15
P-001130,FAM-001130,father,1979,28,CONTEXT_A,2026-07-15
M-001130,FAM-001130,mother,1980,27,CONTEXT_A,2026-07-15
P-001131,FAM-001131,father,1966,39,CONTEXT_C,2026-07-15
M-001131,FAM-001131,mother,1970,35,CONTEXT_A,2026-07-15
P-001132,FAM-001132,father,1969,31,CONTEXT_A,2026-07-15
M-001132,FAM-001132,mother,1974,26,CONTEXT_A,2026-07-15
P-001133,FAM-001133,father,1968,39,CONTEXT_B,2026-07-15
M-001133,FAM-001133,mother,1969,38,CONTEXT_B,2026-07-15
P-001134,FAM-001134,father,1970,35,CONTEXT_B,2026-07-15
