family_id,region_code,area_context,socioeconomic_quintile_demo,protective_context_score_demo,family_created_at_demo
FAM-000835,REGION_B,regional_demo,5,5.593,2026-07-15
FAM-000836,REGION_A,metropolitan_demo,2,5.423,2026-07-15
FAM-000837,REGION_B,regional_demo,4,6.522,2026-07-15
FAM-000838,REGION_B,regional_demo,5,6.518,2026-07-15
FAM-000839,REGION_A,metropolitan_demo,2,5.469,2026-07-15
FAM-000840,REGION_A,metropolitan_demo,2,5.323,2026-07-15
FAM-000841,REGION_B,regional_demo,5,6.926,2026-07-15
FAM-000842,REGION_A,metropolitan_demo,3,4.667,2026-07-15
FAM-000843,REGION_B,regional_demo,3,5.685,2026-07-15
FAM-000844,REGION_B,regional_demo,3,3.945,2026-07-15
FAM-000845,REGION_C,remote_demo,4,6.82,2026-07-15
FAM-000846,REGION_A,metropolitan_demo,4,5.513,2026-07-15
FAM-000847,REGION_C,remote_demo,4,7.95,2026-07-15
FAM-000848,REGION_A,metropolitan_demo,3,4.045,2026-07-15
FAM-000849,REGION_B,regional_demo,2,5.767,2026-07-15
FAM-000850,REGION_C,remote_demo,4,4.271,2026-07-15
FAM-000851,REGION_C,remote_demo,3,6.141,2026-07-15
FAM-000852,REGION_B,regional_demo,3,5.952,2026-07-15
FAM-000853,REGION_C,remote_demo,2,6.597,2026-07-15
FAM-000854,REGION_A,metropolitan_demo,3,5.274,2026-07-15
FAM-000855,REGION_B,regional_demo,2,4.431,2026-07-15
FAM-000856,REGION_A,metropolitan_demo,1,6.329,2026-07-15
FAM-000857,REGION_B,regional_demo,4,5.607,2026-07-15
FAM-000858,REGION_A,metropolitan_demo,2,6.722,2026-07-15
FAM-000859,REGION_C,remote_demo,3,7.388,2026-07-15
FAM-000860,REGION_A,metropolitan_demo,5,7.364,2026-07-15
FAM-000861,REGION_B,regional_demo,4,7.914,2026-07-15
FAM-000862,REGION_A,metropolitan_demo,2,7.301,2026-07-15
FAM-000863,REGION_B,regional_demo,2,5.774,2026-07-15
FAM-000864,REGION_B,regional_demo,4,6.629,2026-07-15
FAM-000865,REGION_A,metropolitan_demo,4,6.776,2026-07-15
FAM-000866,REGION_A,metropolitan_demo,2,4.206,2026-07-15
FAM-000867,REGION_B,regional_demo,1,3.828,2026-07-15
FAM-000868,REGION_B,regional_demo,2,6.525,2026-07-15
FAM-000869,REGION_A,metropolitan_demo,4,6.101,2026-07-15
FAM-000870,REGION_A,metropolitan_demo,3,8.74,2026-07-15
FAM-000871,REGION_A,metropolitan_demo,3,4.131,2026-07-15
FAM-000872,REGION_A,metropolitan_demo,4,6.011,2026-07-15
FAM-000873,REGION_A,metropolitan_demo,3,3.829,2026-07-15
FAM-000874,REGION_B,regional_demo,4,3.391,2026-07-15
FAM-000875,REGION_C,remote_demo,3,7.422,2026-07-15
FAM-000876,REGION_A,metropolitan_demo,5,5.667,2026-07-15
FAM-000877,REGION_B,regional_demo,3,4.536,2026-07-15
FAM-000878,REGION_A,metropolitan_demo,5,7.506,2026-07-15
FAM-000879,REGION_B,regional_demo,5,8.187,2026-07-15
FAM-000880,REGION_C,remote_demo,4,4.196,2026-07-15
FAM-000881,REGION_A,metropolitan_demo,2,6.767,2026-07-15
FAM-000882,REGION_C,remote_demo,3,3.631,2026-07-15
FAM-000883,REGION_B,regional_demo,4,6.881,2026-07-15
FAM-000884,REGION_A,metropolitan_demo,3,5.033,2026-07-15
FAM-000885,REGION_B,regional_demo,4,5.691,2026-07-15
FAM-000886,REGION_A,metropolitan_demo,2,7.72,2026-07-15
FAM-000887,REGION_B,regional_demo,2,6.517,2026-07-15
FAM-000888,REGION_A,metropolitan_demo,3,5.573,2026-07-15
FAM-000889,REGION_C,remote_demo,2,4.089,2026-07-15
FAM-000890,REGION_A,metropolitan_demo,3,7.009,2026-07-15
FAM-000891,REGION_B,regional_demo,2,4.016,2026-07-15
FAM-000892,REGION_A,metropolitan_demo,3,5.711,2026-07-15
FAM-000893,REGION_B,regional_demo,3,8.411,2026-07-15
FAM-000894,REGION_A,metropolitan_demo,3,6.943,2026-07-15
FAM-000895,REGION_C,remote_demo,4,7.518,2026-07-15
FAM-000896,REGION_A,metropolitan_demo,4,4.619,2026-07-15
FAM-000897,REGION_C,remote_demo,3,4.925,2026-07-15
FAM-000898,REGION_A,metropolitan_demo,4,6.815,2026-07-15
FAM-000899,REGION_A,metropolitan_demo,2,3.344,2026-07-15
FAM-000900,REGION_C,remote_demo,2,3.92,2026-07-15
FAM-000901,REGION_C,remote_demo,2,5.263,2026-07-15
FAM-000902,REGION_B,regional_demo,4,7.419,2026-07-15
FAM-000903,REGION_B,regional_demo,1,5.014,2026-07-15
FAM-000904,REGION_C,remote_demo,4,7.612,2026-07-15
FAM-000905,REGION_A,metropolitan_demo,2,4.333,2026-07-15
FAM-000906,REGION_A,metropolitan_demo,3,2.752,2026-07-15
FAM-000907,REGION_C,remote_demo,4,6.529,2026-07-15
FAM-000908,REGION_C,remote_demo,2,3.643,2026-07-15
FAM-000909,REGION_B,regional_demo,4,4.509,2026-07-15
FAM-000910,REGION_C,remote_demo,2,3.913,2026-07-15
FAM-000911,REGION_B,regional_demo,2,3.501,2026-07-15
FAM-000912,REGION_A,metropolitan_demo,3,5.301,2026-07-15
FAM-000913,REGION_A,metropolitan_demo,3,4.04,2026-07-15
FAM-000914,REGION_A,metropolitan_demo,3,5.041,2026-07-15
FAM-000915,REGION_A,metropolitan_demo,3,4.831,2026-07-15
FAM-000916,REGION_C,remote_demo,4,4.03,2026-07-15
FAM-000917,REGION_B,regional_demo,3,4.497,2026-07-15
FAM-000918,REGION_B,regional_demo,3,6.903,2026-07-15
FAM-000919,REGION_A,metropolitan_demo,4,6.056,2026-07-15
FAM-000920,REGION_C,remote_demo,4,6.731,2026-07-15
FAM-000921,REGION_B,regional_demo,1,4.851,2026-07-15
FAM-000922,REGION_B,regional_demo,4,6.996,2026-07-15
FAM-000923,REGION_A,metropolitan_demo,5,9.667,2026-07-15
FAM-000924,REGION_B,regional_demo,1,2.945,2026-07-15
FAM-000925,REGION_A,metropolitan_demo,3,4.183,2026-07-15
FAM-000926,REGION_B,regional_demo,5,7.058,2026-07-15
FAM-000927,REGION_B,regional_demo,4,8.87,2026-07-15
FAM-000928,REGION_A,metropolitan_demo,4,7.118,2026-07-15
FAM-000929,REGION_B,regional_demo,3,3.966,2026-07-15
FAM-000930,REGION_B,regional_demo,1,4.498,2026-07-15
FAM-000931,REGION_A,metropolitan_demo,3,2.742,2026-07-15
FAM-000932,REGION_C,remote_demo,3,5.01,2026-07-15
FAM-000933,REGION_B,regional_demo,2,3.731,2026-07-15
FAM-000934,REGION_C,remote_demo,4,8.717,2026-07-15
FAM-000935,REGION_A,metropolitan_demo,3,4.399,2026-07-15
FAM-000936,REGION_A,metropolitan_demo,3,5.206,2026-07-15
FAM-000937,REGION_B,regional_demo,2,5.164,2026-07-15
FAM-000938,REGION_A,metropolitan_demo,5,3.883,2026-07-15
FAM-000939,REGION_B,regional_demo,1,3.405,2026-07-15
FAM-000940,REGION_A,metropolitan_demo,3,4.299,2026-07-15
FAM-000941,REGION_A,metropolitan_demo,5,6.025,2026-07-15
FAM-000942,REGION_C,remote_demo,3,4.756,2026-07-15
FAM-000943,REGION_B,regional_demo,4,5.803,2026-07-15
FAM-000944,REGION_A,metropolitan_demo,3,1.82,2026-07-15
FAM-000945,REGION_A,metropolitan_demo,2,4.171,2026-07-15
FAM-000946,REGION_A,metropolitan_demo,4,7.033,2026-07-15
FAM-000947,REGION_B,regional_demo,3,3.903,2026-07-15
FAM-000948,REGION_A,metropolitan_demo,4,7.619,2026-07-15
FAM-000949,REGION_C,remote_demo,2,5.477,2026-07-15
FAM-000950,REGION_A,metropolitan_demo,3,8.661,2026-07-15
FAM-000951,REGION_B,regional_demo,4,3.233,2026-07-15
FAM-000952,REGION_B,regional_demo,2,6.642,2026-07-15
FAM-000953,REGION_A,metropolitan_demo,5,7.042,2026-07-15
FAM-000954,REGION_A,metropolitan_demo,3,4.444,2026-07-15
FAM-000955,REGION_A,metropolitan_demo,4,5.813,2026-07-15
FAM-000956,REGION_C,remote_demo,4,6.042,2026-07-15
FAM-000957,REGION_A,metropolitan_demo,3,6.569,2026-07-15
FAM-000958,REGION_A,metropolitan_demo,2,5.105,2026-07-15
FAM-000959,REGION_A,metropolitan_demo,4,8.014,2026-07-15
FAM-000960,REGION_A,metropolitan_demo,3,3.197,2026-07-15
FAM-000961,REGION_C,remote_demo,3,8.682,2026-07-15
FAM-000962,REGION_A,metropolitan_demo,2,5.01,2026-07-15
FAM-000963,REGION_A,metropolitan_demo,2,5.373,2026-07-15
FAM-000964,REGION_A,metropolitan_demo,5,7.563,2026-07-15
FAM-000965,REGION_C,remote_demo,1,7.196,2026-07-15
FAM-000966,REGION_B,regional_demo,3,6.368,2026-07-15
FAM-000967,REGION_A,metropolitan_demo,4,8.254,2026-07-15
FAM-000968,REGION_C,remote_demo,4,7.717,2026-07-15
FAM-000969,REGION_A,metropolitan_demo,1,1.917,2026-07-15
FAM-000970,REGION_B,regional_demo,3,6.581,2026-07-15
FAM-000971,REGION_B,regional_demo,5,8.588,2026-07-15
FAM-000972,REGION_B,regional_demo,2,6.9,2026-07-15
FAM-000973,REGION_C,remote_demo,3,5.3,2026-07-15
FAM-000974,REGION_C,remote_demo,4,4.365,2026-07-15
FAM-000975,REGION_A,metropolitan_demo,1,4.403,2026-07-15
FAM-000976,REGION_B,regional_demo,1,6.163,2026-07-15
FAM-000977,REGION_A,metropolitan_demo,3,5.085,2026-07-15
FAM-000978,REGION_A,metropolitan_demo,2,5.086,2026-07-15
FAM-000979,REGION_A,metropolitan_demo,2,6.506,2026-07-15
FAM-000980,REGION_C,remote_demo,2,3.784,2026-07-15
FAM-000981,REGION_C,remote_demo,3,6.204,2026-07-15
FAM-000982,REGION_A,metropolitan_demo,3,5.28,2026-07-15
FAM-000983,REGION_C,remote_demo,4,5.363,2026-07-15
FAM-000984,REGION_A,metropolitan_demo,3,4.566,2026-07-15
FAM-000985,REGION_B,regional_demo,5,7.797,2026-07-15
FAM-000986,REGION_B,regional_demo,4,5.366,2026-07-15
FAM-000987,REGION_B,regional_demo,4,4.549,2026-07-15
FAM-000988,REGION_A,metropolitan_demo,5,7.158,2026-07-15
FAM-000989,REGION_C,remote_demo,3,6.41,2026-07-15
FAM-000990,REGION_B,regional_demo,4,6.875,2026-07-15
FAM-000991,REGION_B,regional_demo,1,6.677,2026-07-15
FAM-000992,REGION_C,remote_demo,4,6.605,2026-07-15
FAM-000993,REGION_A,metropolitan_demo,4,5.796,2026-07-15
FAM-000994,REGION_C,remote_demo,4,3.852,2026-07-15
FAM-000995,REGION_C,remote_demo,2,4.517,2026-07-15
FAM-000996,REGION_B,regional_demo,5,9.123,2026-07-15
FAM-000997,REGION_B,regional_demo,4,4.387,2026-07-15
FAM-000998,REGION_C,remote_demo,4,7.481,2026-07-15
FAM-000999,REGION_B,regional_demo,1,6.173,2026-07-15
FAM-001000,REGION_A,metropolitan_demo,4,4.62,2026-07-15
FAM-001001,REGION_B,regional_demo,3,8.019,2026-07-15
FAM-001002,REGION_B,regional_demo,3,4.624,2026-07-15
FAM-001003,REGION_A,metropolitan_demo,3,3.203,2026-07-15
FAM-001004,REGION_A,metropolitan_demo,2,6.136,2026-07-15
FAM-001005,REGION_A,metropolitan_demo,5,7.539,2026-07-15
FAM-001006,REGION_A,metropolitan_demo,3,3.961,2026-07-15
FAM-001007,REGION_B,regional_demo,4,5.329,2026-07-15
FAM-001008,REGION_A,metropolitan_demo,2,4.381,2026-07-15
FAM-001009,REGION_A,metropolitan_demo,2,6.717,2026-07-15
FAM-001010,REGION_B,regional_demo,4,4.057,2026-07-15
FAM-001011,REGION_A,metropolitan_demo,3,6.387,2026-07-15
FAM-001012,REGION_A,metropolitan_demo,2,5.653,2026-07-15
FAM-001013,REGION_B,regional_demo,2,6.809,2026-07-15
FAM-001014,REGION_C,remote_demo,4,6.393,2026-07-15
FAM-001015,REGION_C,remote_demo,5,7.09,2026-07-15
FAM-001016,REGION_A,metropolitan_demo,5,6.046,2026-07-15
FAM-001017,REGION_B,regional_demo,4,4.12,2026-07-15
FAM-001018,REGION_A,metropolitan_demo,3,3.405,2026-07-15
FAM-001019,REGION_B,regional_demo,5,4.121,2026-07-15
FAM-001020,REGION_C,remote_demo,4,6.922,2026-07-15
FAM-001021,REGION_A,metropolitan_demo,4,6.615,2026-07-15
FAM-001022,REGION_B,regional_demo,2,3.557,2026-07-15
FAM-001023,REGION_B,regional_demo,3,6.764,2026-07-15
FAM-001024,REGION_B,regional_demo,2,3.035,2026-07-15
FAM-001025,REGION_B,regional_demo,2,5.169,2026-07-15
FAM-001026,REGION_C,remote_demo,1,5.952,2026-07-15
FAM-001027,REGION_C,remote_demo,2,7.381,2026-07-15
FAM-001028,REGION_B,regional_demo,2,7.612,2026-07-15
FAM-001029,REGION_B,regional_demo,3,5.082,2026-07-15
FAM-001030,REGION_B,regional_demo,2,3.02,2026-07-15
FAM-001031,REGION_A,metropolitan_demo,5,6.996,2026-07-15
FAM-001032,REGION_C,remote_demo,4,6.073,2026-07-15
FAM-001033,REGION_A,metropolitan_demo,2,3.301,2026-07-15
FAM-001034,REGION_B,regional_demo,5,5.879,2026-07-15
FAM-001035,REGION_B,regional_demo,2,5.08,2026-07-15
FAM-001036,REGION_C,remote_demo,1,3.37,2026-07-15
FAM-001037,REGION_A,metropolitan_demo,2,5.462,2026-07-15
FAM-001038,REGION_B,regional_demo,4,8.847,2026-07-15
FAM-001039,REGION_A,metropolitan_demo,3,6.603,2026-07-15
FAM-001040,REGION_A,metropolitan_demo,2,4.348,2026-07-15
FAM-001041,REGION_C,remote_demo,5,7.418,2026-07-15
FAM-001042,REGION_A,metropolitan_demo,3,6.553,2026-07-15
FAM-001043,REGION_A,metropolitan_demo,3,5.129,2026-07-15
FAM-001044,REGION_A,metropolitan_demo,1,5.649,2026-07-15
FAM-001045,REGION_A,metropolitan_demo,3,5.122,2026-07-15
FAM-001046,REGION_C,remote_demo,2,3.403,2026-07-15
FAM-001047,REGION_A,metropolitan_demo,2,3.623,2026-07-15
FAM-001048,REGION_B,regional_demo,2,4.322,2026-07-15
FAM-001049,REGION_A,metropolitan_demo,5,4.989,2026-07-15
FAM-001050,REGION_C,remote_demo,3,8.457,2026-07-15
FAM-001051,REGION_C,remote_demo,2,5.204,2026-07-15
FAM-001052,REGION_B,regional_demo,2,6.464,2026-07-15
FAM-001053,REGION_A,metropolitan_demo,1,7.455,2026-07-15
FAM-001054,REGION_A,metropolitan_demo,1,5.656,2026-07-15
FAM-001055,REGION_A,metropolitan_demo,3,5.369,2026-07-15
FAM-001056,REGION_A,metropolitan_demo,2,3.495,2026-07-15
FAM-001057,REGION_B,regional_demo,3,4.981,2026-07-15
FAM-001058,REGION_A,metropolitan_demo,4,7.766,2026-07-15
FAM-001059,REGION_A,metropolitan_demo,3,6.567,2026-07-15
FAM-001060,REGION_A,metropolitan_demo,3,9.001,2026-07-15
FAM-001061,REGION_A,metropolitan_demo,3,5.472,2026-07-15
FAM-001062,REGION_C,remote_demo,1,5.266,2026-07-15
FAM-001063,REGION_B,regional_demo,3,4.807,2026-07-15
FAM-001064,REGION_A,metropolitan_demo,3,6.336,2026-07-15
FAM-001065,REGION_A,metropolitan_demo,2,5.31,2026-07-15
FAM-001066,REGION_C,remote_demo,3,7.881,2026-07-15
FAM-001067,REGION_B,regional_demo,4,5.102,2026-07-15
FAM-001068,REGION_A,metropolitan_demo,3,5.059,2026-07-15
FAM-001069,REGION_A,metropolitan_demo,3,6.239,2026-07-15
FAM-001070,REGION_A,metropolitan_demo,2,5.062,2026-07-15
FAM-001071,REGION_A,metropolitan_demo,4,4.735,2026-07-15
FAM-001072,REGION_C,remote_demo,3,6.862,2026-07-15
FAM-001073,REGION_C,remote_demo,1,3.853,2026-07-15
FAM-001074,REGION_B,regional_demo,1,3.324,2026-07-15
FAM-001075,REGION_B,regional_demo,5,8.432,2026-07-15
FAM-001076,REGION_C,remote_demo,3,5.635,2026-07-15
FAM-001077,REGION_B,regional_demo,4,4.906,2026-07-15
FAM-001078,REGION_A,metropolitan_demo,3,3.281,2026-07-15
FAM-001079,REGION_A,metropolitan_demo,3,5.577,2026-07-15
FAM-001080,REGION_A,metropolitan_demo,4,5.617,2026-07-15
FAM-001081,REGION_B,regional_demo,4,7.775,2026-07-15
FAM-001082,REGION_A,metropolitan_demo,4,4.437,2026-07-15
FAM-001083,REGION_B,regional_demo,4,6.49,2026-07-15
FAM-001084,REGION_A,metropolitan_demo,4,4.751,2026-07-15
FAM-001085,REGION_A,metropolitan_demo,3,3.942,2026-07-15
FAM-001086,REGION_B,regional_demo,3,3.349,2026-07-15
FAM-001087,REGION_C,remote_demo,3,6.644,2026-07-15
FAM-001088,REGION_B,regional_demo,3,6.663,2026-07-15
FAM-001089,REGION_B,regional_demo,2,6.345,2026-07-15
FAM-001090,REGION_A,metropolitan_demo,3,6.444,2026-07-15
FAM-001091,REGION_A,metropolitan_demo,3,6.447,2026-07-15
FAM-001092,REGION_B,regional_demo,3,7.002,2026-07-15
FAM-001093,REGION_A,metropolitan_demo,4,5.363,2026-07-15
FAM-001094,REGION_A,metropolitan_demo,3,5.091,2026-07-15
FAM-001095,REGION_A,metropolitan_demo,2,4.171,2026-07-15
FAM-001096,REGION_A,metropolitan_demo,5,5.87,2026-07-15
FAM-001097,REGION_B,regional_demo,4,4.321,2026-07-15
FAM-001098,REGION_A,metropolitan_demo,3,2.907,2026-07-15
FAM-001099,REGION_B,regional_demo,1,2.108,2026-07-15
FAM-001100,REGION_A,metropolitan_demo,2,6.912,2026-07-15
FAM-001101,REGION_A,metropolitan_demo,3,3.051,2026-07-15
FAM-001102,REGION_A,metropolitan_demo,1,6.597,2026-07-15
FAM-001103,REGION_A,metropolitan_demo,3,4.072,2026-07-15
FAM-001104,REGION_A,metropolitan_demo,4,4.211,2026-07-15
FAM-001105,REGION_A,metropolitan_demo,4,5.874,2026-07-15
FAM-001106,REGION_B,regional_demo,1,2.471,2026-07-15
FAM-001107,REGION_A,metropolitan_demo,4,5.774,2026-07-15
FAM-001108,REGION_B,regional_demo,3,5.87,2026-07-15
FAM-001109,REGION_B,regional_demo,4,5.763,2026-07-15
FAM-001110,REGION_B,regional_demo,2,4.824,2026-07-15
FAM-001111,REGION_C,remote_demo,2,2.518,2026-07-15
FAM-001112,REGION_B,regional_demo,2,4.088,2026-07-15
FAM-001113,REGION_C,remote_demo,1,4.749,2026-07-15
FAM-001114,REGION_A,metropolitan_demo,2,3.997,2026-07-15
FAM-001115,REGION_B,regional_demo,2,6.48,2026-07-15
FAM-001116,REGION_A,metropolitan_demo,3,6.867,2026-07-15
FAM-001117,REGION_A,metropolitan_demo,3,5.381,2026-07-15
FAM-001118,REGION_A,metropolitan_demo,3,6.088,2026-07-15
FAM-001119,REGION_B,regional_demo,3,5.813,2026-07-15
FAM-001120,REGION_A,metropolitan_demo,1,3.118,2026-07-15
FAM-001121,REGION_B,regional_demo,3,6.37,2026-07-15
FAM-001122,REGION_A,metropolitan_demo,2,5.043,2026-07-15
FAM-001123,REGION_A,metropolitan_demo,5,6.416,2026-07-15
FAM-001124,REGION_B,regional_demo,3,5.312,2026-07-15
FAM-001125,REGION_A,metropolitan_demo,5,8.009,2026-07-15
FAM-001126,REGION_A,metropolitan_demo,3,4.546,2026-07-15
FAM-001127,REGION_B,regional_demo,1,4.696,2026-07-15
FAM-001128,REGION_C,remote_demo,1,3.727,2026-07-15
FAM-001129,REGION_A,metropolitan_demo,5,5.28,2026-07-15
FAM-001130,REGION_A,metropolitan_demo,3,8.806,2026-07-15
FAM-001131,REGION_C,remote_demo,3,5.668,2026-07-15
FAM-001132,REGION_A,metropolitan_demo,4,5.761,2026-07-15
FAM-001133,REGION_C,remote_demo,3,5.729,2026-07-15
FAM-001134,REGION_C,remote_demo,3,7.864,2026-07-15
FAM-001135,REGION_A,metropolitan_demo,4,6.365,2026-07-15
FAM-001136,REGION_A,metropolitan_demo,4,5.869,2026-07-15
FAM-001137,REGION_B,regional_demo,3,6.498,2026-07-15
FAM-001138,REGION_B,regional_demo,3,5.343,2026-07-15
FAM-001139,REGION_B,regional_demo,2,1.541,2026-07-15
FAM-001140,REGION_A,metropolitan_demo,2,3.556,2026-07-15
FAM-001141,REGION_B,regional_demo,4,6.389,2026-07-15
FAM-001142,REGION_A,metropolitan_demo,5,6.945,2026-07-15
FAM-001143,REGION_B,regional_demo,4,5.518,2026-07-15
FAM-001144,REGION_B,regional_demo,3,2.799,2026-07-15
FAM-001145,REGION_B,regional_demo,1,6.612,2026-07-15
FAM-001146,REGION_A,metropolitan_demo,3,6.625,2026-07-15
FAM-001147,REGION_A,metropolitan_demo,1,4.971,2026-07-15
FAM-001148,REGION_C,remote_demo,3,8.152,2026-07-15
FAM-001149,REGION_B,regional_demo,3,4.692,2026-07-15
FAM-001150,REGION_B,regional_demo,4,5.949,2026-07-15
FAM-001151,REGION_B,regional_demo,3,6.957,2026-07-15
FAM-001152,REGION_A,metropolitan_demo,2,5.018,2026-07-15
FAM-001153,REGION_B,regional_demo,3,4.288,2026-07-15
FAM-001154,REGION_C,remote_demo,3,4.982,2026-07-15
FAM-001155,REGION_C,remote_demo,2,3.427,2026-07-15
FAM-001156,REGION_A,metropolitan_demo,1,2.376,2026-07-15
FAM-001157,REGION_A,metropolitan_demo,2,4.609,2026-07-15
FAM-001158,REGION_A,metropolitan_demo,5,4.966,2026-07-15
FAM-001159,REGION_B,regional_demo,3,5.969,2026-07-15
FAM-001160,REGION_A,metropolitan_demo,3,5.705,2026-07-15
FAM-001161,REGION_A,metropolitan_demo,2,2.142,2026-07-15
FAM-001162,REGION_B,regional_demo,5,8.804,2026-07-15
FAM-001163,REGION_A,metropolitan_demo,4,6.749,2026-07-15
FAM-001164,REGION_C,remote_demo,4,6.506,2026-07-15
FAM-001165,REGION_A,metropolitan_demo,5,4.73,2026-07-15
FAM-001166,REGION_B,regional_demo,5,9.772,2026-07-15
FAM-001167,REGION_C,remote_demo,4,5.608,2026-07-15
FAM-001168,REGION_A,metropolitan_demo,3,5.107,2026-07-15
FAM-001169,REGION_B,regional_demo,3,6.029,2026-07-15
FAM-001170,REGION_A,metropolitan_demo,4,5.63,2026-07-15
FAM-001171,REGION_C,remote_demo,4,5.946,2026-07-15
FAM-001172,REGION_A,metropolitan_demo,3,5.031,2026-07-15
FAM-001173,REGION_A,metropolitan_demo,1,2.432,2026-07-15
FAM-001174,REGION_C,remote_demo,4,8.449,2026-07-15
FAM-001175,REGION_B,regional_demo,3,6.809,2026-07-15
FAM-001176,REGION_A,metropolitan_demo,1,4.15,2026-07-15
FAM-001177,REGION_B,regional_demo,5,6.356,2026-07-15
FAM-001178,REGION_C,remote_demo,2,6.412,2026-07-15
FAM-001179,REGION_A,metropolitan_demo,4,6.591,2026-07-15
FAM-001180,REGION_C,remote_demo,2,5.779,2026-07-15
FAM-001181,REGION_A,metropolitan_demo,2,5.305,2026-07-15
FAM-001182,REGION_A,metropolitan_demo,5,7.881,2026-07-15
FAM-001183,REGION_C,remote_demo,4,4.066,2026-07-15
FAM-001184,REGION_B,regional_demo,2,4.395,2026-07-15
FAM-001185,REGION_C,remote_demo,3,7.586,2026-07-15
FAM-001186,REGION_C,remote_demo,5,5.454,2026-07-15
FAM-001187,REGION_A,metropolitan_demo,2,5.435,2026-07-15
FAM-001188,REGION_C,remote_demo,4,7.6,2026-07-15
FAM-001189,REGION_B,regional_demo,4,6.281,2026-07-15
FAM-001190,REGION_A,metropolitan_demo,4,7.082,2026-07-15
FAM-001191,REGION_A,metropolitan_demo,2,3.96,2026-07-15
FAM-001192,REGION_B,regional_demo,5,3.487,2026-07-15
FAM-001193,REGION_B,regional_demo,3,6.732,2026-07-15
FAM-001194,REGION_C,remote_demo,2,5.219,2026-07-15
FAM-001195,REGION_A,metropolitan_demo,3,6.511,2026-07-15
FAM-001196,REGION_A,metropolitan_demo,2,5.087,2026-07-15
FAM-001197,REGION_A,metropolitan_demo,5,8.206,2026-07-15
FAM-001198,REGION_B,regional_demo,1,3.474,2026-07-15
FAM-001199,REGION_A,metropolitan_demo,3,7.633,2026-07-15
FAM-001200,REGION_A,metropolitan_demo,4,8.078,2026-07-15
FAM-001201,REGION_A,metropolitan_demo,1,5.568,2026-07-15
FAM-001202,REGION_C,remote_demo,3,5.502,2026-07-15
FAM-001203,REGION_A,metropolitan_demo,4,6.374,2026-07-15
FAM-001204,REGION_A,metropolitan_demo,2,3.279,2026-07-15
FAM-001205,REGION_B,regional_demo,3,2.488,2026-07-15
FAM-001206,REGION_C,remote_demo,4,6.717,2026-07-15
FAM-001207,REGION_A,metropolitan_demo,3,5.315,2026-07-15
FAM-001208,REGION_B,regional_demo,5,4.133,2026-07-15
FAM-001209,REGION_C,remote_demo,4,5.645,2026-07-15
FAM-001210,REGION_C,remote_demo,2,3.839,2026-07-15
FAM-001211,REGION_A,metropolitan_demo,2,4.942,2026-07-15
FAM-001212,REGION_B,regional_demo,4,6.941,2026-07-15
FAM-001213,REGION_B,regional_demo,2,3.095,2026-07-15
FAM-001214,REGION_B,regional_demo,1,5.865,2026-07-15
FAM-001215,REGION_B,regional_demo,4,5.795,2026-07-15
FAM-001216,REGION_C,remote_demo,4,6.418,2026-07-15
FAM-001217,REGION_A,metropolitan_demo,4,6.083,2026-07-15
FAM-001218,REGION_B,regional_demo,4,6.387,2026-07-15
FAM-001219,REGION_A,metropolitan_demo,4,5.755,2026-07-15
FAM-001220,REGION_B,regional_demo,5,6.669,2026-07-15
FAM-001221,REGION_A,metropolitan_demo,4,6.275,2026-07-15
FAM-001222,REGION_C,remote_demo,3,5.429,2026-07-15
FAM-001223,REGION_C,remote_demo,3,7.6,2026-07-15
FAM-001224,REGION_C,remote_demo,2,6.13,2026-07-15
FAM-001225,REGION_A,metropolitan_demo,2,6.143,2026-07-15
FAM-001226,REGION_B,regional_demo,3,4.47,2026-07-15
FAM-001227,REGION_A,metropolitan_demo,1,3.158,2026-07-15
FAM-001228,REGION_C,remote_demo,2,7.145,2026-07-15
FAM-001229,REGION_C,remote_demo,3,7.43,2026-07-15
FAM-001230,REGION_A,metropolitan_demo,3,6.745,2026-07-15
FAM-001231,REGION_A,metropolitan_demo,5,6.619,2026-07-15
FAM-001232,REGION_A,metropolitan_demo,4,5.533,2026-07-15
FAM-001233,REGION_A,metropolitan_demo,3,6.13,2026-07-15
FAM-001234,REGION_B,regional_demo,4,8.358,2026-07-15
FAM-001235,REGION_A,metropolitan_demo,4,5.282,2026-07-15
FAM-001236,REGION_A,metropolitan_demo,2,3.75,2026-07-15
FAM-001237,REGION_B,regional_demo,5,8.217,2026-07-15
FAM-001238,REGION_A,metropolitan_demo,2,6.281,2026-07-15
FAM-001239,REGION_C,remote_demo,2,3.449,2026-07-15
FAM-001240,REGION_A,metropolitan_demo,3,6.282,2026-07-15
FAM-001241,REGION_A,metropolitan_demo,3,5.567,2026-07-15
FAM-001242,REGION_A,metropolitan_demo,2,5.765,2026-07-15
FAM-001243,REGION_B,regional_demo,3,5.587,2026-07-15
FAM-001244,REGION_B,regional_demo,5,7.438,2026-07-15
FAM-001245,REGION_C,remote_demo,3,5.283,2026-07-15
FAM-001246,REGION_C,remote_demo,5,4.709,2026-07-15
FAM-001247,REGION_B,regional_demo,4,6.584,2026-07-15
FAM-001248,REGION_A,metropolitan_demo,3,3.142,2026-07-15
FAM-001249,REGION_A,metropolitan_demo,5,8.826,2026-07-15
FAM-001250,REGION_B,regional_demo,1,3.436,2026-07-15
FAM-001251,REGION_B,regional_demo,5,4.332,2026-07-15
FAM-001252,REGION_C,remote_demo,3,5.838,2026-07-15
