assessment_id,child_id,assessment_age_years,assessment_domain,standardised_score_demo,assessment_date_demo,assessment_status,record_created_at_demo
EDU-015645,CH-001956,12,literacy_demo,-0.546,2013-07-09,observed,2026-07-15
EDU-015646,CH-001956,12,numeracy_demo,-0.6221,2013-08-09,observed,2026-07-15
EDU-015647,CH-001956,14,literacy_demo,0.3756,2015-09-02,observed,2026-07-15
EDU-015648,CH-001956,14,numeracy_demo,0.2596,2015-09-07,observed,2026-07-15
EDU-015649,CH-001957,8,literacy_demo,-1.6492,2012-06-11,observed,2026-07-15
EDU-015650,CH-001957,8,numeracy_demo,,2012-07-05,missing_demo,2026-07-15
EDU-015651,CH-001957,10,literacy_demo,-1.6048,2014-08-04,observed,2026-07-15
EDU-015652,CH-001957,10,numeracy_demo,-1.6065,2014-06-12,observed,2026-07-15
EDU-015653,CH-001957,12,literacy_demo,-2.4496,2016-06-19,observed,2026-07-15
EDU-015654,CH-001957,12,numeracy_demo,-2.3162,2016-06-09,observed,2026-07-15
EDU-015655,CH-001957,14,literacy_demo,-1.9425,2018-06-02,observed,2026-07-15
EDU-015656,CH-001957,14,numeracy_demo,-1.5362,2018-06-25,observed,2026-07-15
EDU-015657,CH-001958,8,literacy_demo,,2014-10-12,missing_demo,2026-07-15
EDU-015658,CH-001958,8,numeracy_demo,,2014-10-16,missing_demo,2026-07-15
EDU-015659,CH-001958,10,literacy_demo,,2016-10-21,missing_demo,2026-07-15
EDU-015660,CH-001958,10,numeracy_demo,,2016-09-24,missing_demo,2026-07-15
EDU-015661,CH-001958,12,literacy_demo,-0.1101,2018-09-04,observed,2026-07-15
EDU-015662,CH-001958,12,numeracy_demo,-1.1509,2018-11-06,observed,2026-07-15
EDU-015663,CH-001958,14,literacy_demo,-2.1408,2020-09-01,observed,2026-07-15
EDU-015664,CH-001958,14,numeracy_demo,-1.3475,2020-10-02,observed,2026-07-15
EDU-015665,CH-001959,8,literacy_demo,1.1289,2012-06-17,observed,2026-07-15
EDU-015666,CH-001959,8,numeracy_demo,0.4848,2012-06-27,observed,2026-07-15
EDU-015667,CH-001959,10,literacy_demo,1.6498,2014-04-16,observed,2026-07-15
EDU-015668,CH-001959,10,numeracy_demo,1.0232,2014-07-05,observed,2026-07-15
EDU-015669,CH-001959,12,literacy_demo,0.5514,2016-05-09,observed,2026-07-15
EDU-015670,CH-001959,12,numeracy_demo,1.2714,2016-06-14,observed,2026-07-15
EDU-015671,CH-001959,14,literacy_demo,0.7795,2018-04-17,observed,2026-07-15
EDU-015672,CH-001959,14,numeracy_demo,1.4034,2018-06-24,observed,2026-07-15
EDU-015673,CH-001960,8,literacy_demo,-0.5028,2012-10-05,observed,2026-07-15
EDU-015674,CH-001960,8,numeracy_demo,-1.4981,2012-08-27,observed,2026-07-15
EDU-015675,CH-001960,10,literacy_demo,-0.8935,2014-09-13,observed,2026-07-15
EDU-015676,CH-001960,10,numeracy_demo,-0.6269,2014-10-08,observed,2026-07-15
EDU-015677,CH-001960,12,literacy_demo,,2016-08-13,missing_demo,2026-07-15
EDU-015678,CH-001960,12,numeracy_demo,-0.1803,2016-10-14,observed,2026-07-15
EDU-015679,CH-001960,14,literacy_demo,,2018-10-11,missing_demo,2026-07-15
EDU-015680,CH-001960,14,numeracy_demo,-0.739,2018-08-29,observed,2026-07-15
EDU-015681,CH-001961,8,literacy_demo,0.3377,2011-08-26,observed,2026-07-15
EDU-015682,CH-001961,8,numeracy_demo,0.1503,2011-07-07,observed,2026-07-15
EDU-015683,CH-001961,10,literacy_demo,0.1778,2013-08-16,observed,2026-07-15
EDU-015684,CH-001961,10,numeracy_demo,0.8019,2013-07-10,observed,2026-07-15
EDU-015685,CH-001961,12,literacy_demo,0.5235,2015-06-06,observed,2026-07-15
EDU-015686,CH-001961,12,numeracy_demo,-0.411,2015-07-12,observed,2026-07-15
EDU-015687,CH-001961,14,literacy_demo,1.1047,2017-08-17,observed,2026-07-15
EDU-015688,CH-001961,14,numeracy_demo,0.9765,2017-08-12,observed,2026-07-15
EDU-015689,CH-001962,8,literacy_demo,-0.0158,2014-01-16,observed,2026-07-15
EDU-015690,CH-001962,8,numeracy_demo,,2014-04-08,missing_demo,2026-07-15
EDU-015691,CH-001962,10,literacy_demo,-0.7095,2016-02-08,observed,2026-07-15
EDU-015692,CH-001962,10,numeracy_demo,-0.0767,2016-02-19,observed,2026-07-15
EDU-015693,CH-001962,12,literacy_demo,-0.2034,2018-01-15,observed,2026-07-15
EDU-015694,CH-001962,12,numeracy_demo,-0.3723,2018-02-20,observed,2026-07-15
EDU-015695,CH-001962,14,literacy_demo,-0.0193,2020-03-01,observed,2026-07-15
EDU-015696,CH-001962,14,numeracy_demo,,2020-04-02,missing_demo,2026-07-15
EDU-015697,CH-001963,8,literacy_demo,-1.0264,2016-02-10,observed,2026-07-15
EDU-015698,CH-001963,8,numeracy_demo,-0.6769,2016-05-05,observed,2026-07-15
EDU-015699,CH-001963,10,literacy_demo,-0.6345,2018-03-02,observed,2026-07-15
EDU-015700,CH-001963,10,numeracy_demo,-0.0292,2018-02-04,observed,2026-07-15
EDU-015701,CH-001963,12,literacy_demo,,2020-05-01,missing_demo,2026-07-15
EDU-015702,CH-001963,12,numeracy_demo,-0.6894,2020-02-14,observed,2026-07-15
EDU-015703,CH-001963,14,literacy_demo,-1.1207,2022-03-25,observed,2026-07-15
EDU-015704,CH-001963,14,numeracy_demo,0.1161,2022-04-03,observed,2026-07-15
EDU-015705,CH-001964,8,literacy_demo,0.1483,2010-11-07,observed,2026-07-15
EDU-015706,CH-001964,8,numeracy_demo,-0.232,2010-10-08,observed,2026-07-15
EDU-015707,CH-001964,10,literacy_demo,,2012-12-31,missing_demo,2026-07-15
EDU-015708,CH-001964,10,numeracy_demo,,2012-11-18,missing_demo,2026-07-15
EDU-015709,CH-001964,12,literacy_demo,-0.1148,2014-11-30,observed,2026-07-15
EDU-015710,CH-001964,12,numeracy_demo,-0.3597,2014-12-28,observed,2026-07-15
EDU-015711,CH-001964,14,literacy_demo,0.0381,2016-10-09,observed,2026-07-15
EDU-015712,CH-001964,14,numeracy_demo,-0.5941,2016-10-19,observed,2026-07-15
EDU-015713,CH-001965,8,literacy_demo,2.3719,2014-09-22,observed,2026-07-15
EDU-015714,CH-001965,8,numeracy_demo,1.7446,2014-08-24,observed,2026-07-15
EDU-015715,CH-001965,10,literacy_demo,2.2496,2016-08-28,observed,2026-07-15
EDU-015716,CH-001965,10,numeracy_demo,1.4945,2016-09-26,observed,2026-07-15
EDU-015717,CH-001965,12,literacy_demo,1.9835,2018-09-09,observed,2026-07-15
EDU-015718,CH-001965,12,numeracy_demo,1.9932,2018-07-29,observed,2026-07-15
EDU-015719,CH-001965,14,literacy_demo,1.8814,2020-09-03,observed,2026-07-15
EDU-015720,CH-001965,14,numeracy_demo,2.4032,2020-08-07,observed,2026-07-15
EDU-015721,CH-001966,8,literacy_demo,,2011-08-19,missing_demo,2026-07-15
EDU-015722,CH-001966,8,numeracy_demo,0.8876,2011-07-30,observed,2026-07-15
EDU-015723,CH-001966,10,literacy_demo,-0.191,2013-07-01,observed,2026-07-15
EDU-015724,CH-001966,10,numeracy_demo,-0.1371,2013-08-11,observed,2026-07-15
EDU-015725,CH-001966,12,literacy_demo,0.4614,2015-08-17,observed,2026-07-15
EDU-015726,CH-001966,12,numeracy_demo,0.4573,2015-06-17,observed,2026-07-15
EDU-015727,CH-001966,14,literacy_demo,0.6416,2017-07-24,observed,2026-07-15
EDU-015728,CH-001966,14,numeracy_demo,0.5313,2017-06-21,observed,2026-07-15
EDU-015729,CH-001967,8,literacy_demo,-0.435,2007-09-30,observed,2026-07-15
EDU-015730,CH-001967,8,numeracy_demo,-0.0645,2007-07-14,observed,2026-07-15
EDU-015731,CH-001967,10,literacy_demo,-0.8172,2009-08-12,observed,2026-07-15
EDU-015732,CH-001967,10,numeracy_demo,-0.6001,2009-08-07,observed,2026-07-15
EDU-015733,CH-001967,12,literacy_demo,0.3535,2011-09-09,observed,2026-07-15
EDU-015734,CH-001967,12,numeracy_demo,,2011-08-02,missing_demo,2026-07-15
EDU-015735,CH-001967,14,literacy_demo,,2013-09-10,missing_demo,2026-07-15
EDU-015736,CH-001967,14,numeracy_demo,-0.6361,2013-09-08,observed,2026-07-15
EDU-015737,CH-001968,8,literacy_demo,,2006-02-04,missing_demo,2026-07-15
EDU-015738,CH-001968,8,numeracy_demo,0.6069,2006-01-02,observed,2026-07-15
EDU-015739,CH-001968,10,literacy_demo,0.2878,2007-11-16,observed,2026-07-15
EDU-015740,CH-001968,10,numeracy_demo,1.0209,2008-01-27,observed,2026-07-15
EDU-015741,CH-001968,12,literacy_demo,0.2758,2010-01-12,observed,2026-07-15
EDU-015742,CH-001968,12,numeracy_demo,1.1724,2009-11-11,observed,2026-07-15
EDU-015743,CH-001968,14,literacy_demo,-0.025,2012-02-03,observed,2026-07-15
EDU-015744,CH-001968,14,numeracy_demo,,2012-02-03,missing_demo,2026-07-15
EDU-015745,CH-001969,8,literacy_demo,0.8826,2015-03-09,observed,2026-07-15
EDU-015746,CH-001969,8,numeracy_demo,0.8402,2015-02-23,observed,2026-07-15
EDU-015747,CH-001969,10,literacy_demo,-0.0328,2017-03-18,observed,2026-07-15
EDU-015748,CH-001969,10,numeracy_demo,-0.3955,2017-02-11,observed,2026-07-15
EDU-015749,CH-001969,12,literacy_demo,0.5288,2019-03-08,observed,2026-07-15
EDU-015750,CH-001969,12,numeracy_demo,0.0486,2019-03-06,observed,2026-07-15
EDU-015751,CH-001969,14,literacy_demo,0.7686,2021-03-02,observed,2026-07-15
EDU-015752,CH-001969,14,numeracy_demo,-0.6073,2021-02-05,observed,2026-07-15
EDU-015753,CH-001970,8,literacy_demo,0.4735,2018-01-12,observed,2026-07-15
EDU-015754,CH-001970,8,numeracy_demo,0.6473,2018-02-18,observed,2026-07-15
EDU-015755,CH-001970,10,literacy_demo,0.5607,2020-02-13,observed,2026-07-15
EDU-015756,CH-001970,10,numeracy_demo,0.7644,2020-01-23,observed,2026-07-15
EDU-015757,CH-001970,12,literacy_demo,,2021-12-26,missing_demo,2026-07-15
EDU-015758,CH-001970,12,numeracy_demo,0.4878,2022-02-11,observed,2026-07-15
EDU-015759,CH-001970,14,literacy_demo,-0.6195,2023-12-26,observed,2026-07-15
EDU-015760,CH-001970,14,numeracy_demo,0.797,2024-02-04,observed,2026-07-15
EDU-015761,CH-001971,8,literacy_demo,-1.478,2006-04-05,observed,2026-07-15
EDU-015762,CH-001971,8,numeracy_demo,-1.0413,2006-04-18,observed,2026-07-15
EDU-015763,CH-001971,10,literacy_demo,-0.8671,2008-03-27,observed,2026-07-15
EDU-015764,CH-001971,10,numeracy_demo,,2008-02-07,missing_demo,2026-07-15
EDU-015765,CH-001971,12,literacy_demo,-0.7256,2010-04-15,observed,2026-07-15
EDU-015766,CH-001971,12,numeracy_demo,-0.6684,2010-03-20,observed,2026-07-15
EDU-015767,CH-001971,14,literacy_demo,-1.0768,2012-04-27,observed,2026-07-15
EDU-015768,CH-001971,14,numeracy_demo,-0.6479,2012-03-24,observed,2026-07-15
EDU-015769,CH-001972,8,literacy_demo,0.4869,2007-11-27,observed,2026-07-15
EDU-015770,CH-001972,8,numeracy_demo,0.078,2007-11-21,observed,2026-07-15
EDU-015771,CH-001972,10,literacy_demo,0.2941,2009-11-21,observed,2026-07-15
EDU-015772,CH-001972,10,numeracy_demo,0.4954,2009-09-17,observed,2026-07-15
EDU-015773,CH-001972,12,literacy_demo,0.1266,2011-11-15,observed,2026-07-15
EDU-015774,CH-001972,12,numeracy_demo,0.6006,2011-11-05,observed,2026-07-15
EDU-015775,CH-001972,14,literacy_demo,0.3995,2013-09-06,observed,2026-07-15
EDU-015776,CH-001972,14,numeracy_demo,0.1522,2013-10-29,observed,2026-07-15
EDU-015777,CH-001973,8,literacy_demo,0.4477,2015-03-07,observed,2026-07-15
EDU-015778,CH-001973,8,numeracy_demo,0.8963,2015-04-11,observed,2026-07-15
EDU-015779,CH-001973,10,literacy_demo,0.9906,2017-05-12,observed,2026-07-15
EDU-015780,CH-001973,10,numeracy_demo,1.3322,2017-03-22,observed,2026-07-15
EDU-015781,CH-001973,12,literacy_demo,1.3428,2019-03-27,observed,2026-07-15
EDU-015782,CH-001973,12,numeracy_demo,1.1716,2019-03-27,observed,2026-07-15
EDU-015783,CH-001973,14,literacy_demo,,2021-05-01,missing_demo,2026-07-15
EDU-015784,CH-001973,14,numeracy_demo,,2021-04-01,missing_demo,2026-07-15
EDU-015785,CH-001974,8,literacy_demo,0.776,2018-01-01,observed,2026-07-15
EDU-015786,CH-001974,8,numeracy_demo,1.5755,2017-11-01,observed,2026-07-15
EDU-015787,CH-001974,10,literacy_demo,0.4558,2019-11-17,observed,2026-07-15
EDU-015788,CH-001974,10,numeracy_demo,0.3615,2020-01-30,observed,2026-07-15
EDU-015789,CH-001974,12,literacy_demo,0.5382,2021-11-30,observed,2026-07-15
EDU-015790,CH-001974,12,numeracy_demo,0.625,2022-01-01,observed,2026-07-15
EDU-015791,CH-001974,14,literacy_demo,0.0518,2023-11-19,observed,2026-07-15
EDU-015792,CH-001974,14,numeracy_demo,-0.199,2024-01-14,observed,2026-07-15
EDU-015793,CH-001975,8,literacy_demo,2.8216,2010-04-24,observed,2026-07-15
EDU-015794,CH-001975,8,numeracy_demo,2.4658,2010-05-13,observed,2026-07-15
EDU-015795,CH-001975,10,literacy_demo,,2012-06-03,missing_demo,2026-07-15
EDU-015796,CH-001975,10,numeracy_demo,2.8807,2012-06-14,observed,2026-07-15
EDU-015797,CH-001975,12,literacy_demo,2.2507,2014-04-29,observed,2026-07-15
EDU-015798,CH-001975,12,numeracy_demo,1.8002,2014-06-29,observed,2026-07-15
EDU-015799,CH-001975,14,literacy_demo,2.4114,2016-05-07,observed,2026-07-15
EDU-015800,CH-001975,14,numeracy_demo,2.4653,2016-05-30,observed,2026-07-15
EDU-015801,CH-001976,8,literacy_demo,2.0101,2013-04-20,observed,2026-07-15
EDU-015802,CH-001976,8,numeracy_demo,1.6761,2013-03-09,observed,2026-07-15
EDU-015803,CH-001976,10,literacy_demo,1.7674,2015-02-26,observed,2026-07-15
EDU-015804,CH-001976,10,numeracy_demo,2.1912,2015-02-16,observed,2026-07-15
EDU-015805,CH-001976,12,literacy_demo,2.0081,2017-05-10,observed,2026-07-15
EDU-015806,CH-001976,12,numeracy_demo,1.8146,2017-02-24,observed,2026-07-15
EDU-015807,CH-001976,14,literacy_demo,2.2514,2019-03-29,observed,2026-07-15
EDU-015808,CH-001976,14,numeracy_demo,1.9326,2019-03-02,observed,2026-07-15
EDU-015809,CH-001977,8,literacy_demo,-0.286,2006-08-22,observed,2026-07-15
EDU-015810,CH-001977,8,numeracy_demo,0.3641,2006-09-30,observed,2026-07-15
EDU-015811,CH-001977,10,literacy_demo,0.5988,2008-08-15,observed,2026-07-15
EDU-015812,CH-001977,10,numeracy_demo,0.7724,2008-10-17,observed,2026-07-15
EDU-015813,CH-001977,12,literacy_demo,1.1396,2010-09-22,observed,2026-07-15
EDU-015814,CH-001977,12,numeracy_demo,0.8208,2010-08-11,observed,2026-07-15
EDU-015815,CH-001977,14,literacy_demo,1.2053,2012-09-13,observed,2026-07-15
EDU-015816,CH-001977,14,numeracy_demo,0.4262,2012-10-21,observed,2026-07-15
EDU-015817,CH-001978,8,literacy_demo,-0.7707,2015-03-30,observed,2026-07-15
EDU-015818,CH-001978,8,numeracy_demo,-1.1668,2015-05-14,observed,2026-07-15
EDU-015819,CH-001978,10,literacy_demo,-1.1443,2017-05-12,observed,2026-07-15
EDU-015820,CH-001978,10,numeracy_demo,-0.6,2017-05-14,observed,2026-07-15
EDU-015821,CH-001978,12,literacy_demo,-1.036,2019-04-15,observed,2026-07-15
EDU-015822,CH-001978,12,numeracy_demo,-0.4736,2019-04-29,observed,2026-07-15
EDU-015823,CH-001978,14,literacy_demo,-1.4457,2021-04-05,observed,2026-07-15
EDU-015824,CH-001978,14,numeracy_demo,-0.108,2021-03-29,observed,2026-07-15
EDU-015825,CH-001979,8,literacy_demo,1.4751,2015-04-02,observed,2026-07-15
EDU-015826,CH-001979,8,numeracy_demo,0.7713,2015-02-27,observed,2026-07-15
EDU-015827,CH-001979,10,literacy_demo,0.7411,2017-03-23,observed,2026-07-15
EDU-015828,CH-001979,10,numeracy_demo,,2017-03-21,missing_demo,2026-07-15
EDU-015829,CH-001979,12,literacy_demo,0.059,2019-03-08,observed,2026-07-15
EDU-015830,CH-001979,12,numeracy_demo,0.3707,2019-04-19,observed,2026-07-15
EDU-015831,CH-001979,14,literacy_demo,0.3064,2021-02-05,observed,2026-07-15
EDU-015832,CH-001979,14,numeracy_demo,0.6175,2021-02-15,observed,2026-07-15
EDU-015833,CH-001980,8,literacy_demo,0.9506,2017-06-07,observed,2026-07-15
EDU-015834,CH-001980,8,numeracy_demo,,2017-04-12,missing_demo,2026-07-15
EDU-015835,CH-001980,10,literacy_demo,0.9734,2019-04-15,observed,2026-07-15
EDU-015836,CH-001980,10,numeracy_demo,2.4914,2019-06-24,observed,2026-07-15
EDU-015837,CH-001980,12,literacy_demo,1.6169,2021-06-03,observed,2026-07-15
EDU-015838,CH-001980,12,numeracy_demo,1.6236,2021-06-14,observed,2026-07-15
EDU-015839,CH-001980,14,literacy_demo,0.5788,2023-05-10,observed,2026-07-15
EDU-015840,CH-001980,14,numeracy_demo,2.0955,2023-06-17,observed,2026-07-15
EDU-015841,CH-001981,8,literacy_demo,0.4385,2008-07-12,observed,2026-07-15
EDU-015842,CH-001981,8,numeracy_demo,0.7204,2008-06-26,observed,2026-07-15
EDU-015843,CH-001981,10,literacy_demo,2.1729,2010-08-18,observed,2026-07-15
EDU-015844,CH-001981,10,numeracy_demo,1.008,2010-06-14,observed,2026-07-15
EDU-015845,CH-001981,12,literacy_demo,0.4352,2012-07-05,observed,2026-07-15
EDU-015846,CH-001981,12,numeracy_demo,,2012-06-28,missing_demo,2026-07-15
EDU-015847,CH-001981,14,literacy_demo,-0.1023,2014-06-18,observed,2026-07-15
EDU-015848,CH-001981,14,numeracy_demo,1.8738,2014-07-10,observed,2026-07-15
EDU-015849,CH-001982,8,literacy_demo,2.0104,2010-08-07,observed,2026-07-15
EDU-015850,CH-001982,8,numeracy_demo,1.6157,2010-08-18,observed,2026-07-15
EDU-015851,CH-001982,10,literacy_demo,1.1846,2012-07-17,observed,2026-07-15
EDU-015852,CH-001982,10,numeracy_demo,1.2175,2012-09-22,observed,2026-07-15
EDU-015853,CH-001982,12,literacy_demo,0.6257,2014-08-22,observed,2026-07-15
EDU-015854,CH-001982,12,numeracy_demo,1.6662,2014-07-26,observed,2026-07-15
EDU-015855,CH-001982,14,literacy_demo,1.5086,2016-09-08,observed,2026-07-15
EDU-015856,CH-001982,14,numeracy_demo,,2016-08-16,missing_demo,2026-07-15
EDU-015857,CH-001983,8,literacy_demo,-1.7506,2017-02-14,observed,2026-07-15
EDU-015858,CH-001983,8,numeracy_demo,-1.1069,2017-04-10,observed,2026-07-15
EDU-015859,CH-001983,10,literacy_demo,,2019-03-06,missing_demo,2026-07-15
EDU-015860,CH-001983,10,numeracy_demo,-1.0045,2019-03-07,observed,2026-07-15
EDU-015861,CH-001983,12,literacy_demo,-1.3496,2021-01-25,observed,2026-07-15
EDU-015862,CH-001983,12,numeracy_demo,-1.0726,2021-02-25,observed,2026-07-15
EDU-015863,CH-001983,14,literacy_demo,-0.919,2023-02-02,observed,2026-07-15
EDU-015864,CH-001983,14,numeracy_demo,,2023-02-15,missing_demo,2026-07-15
EDU-015865,CH-001984,8,literacy_demo,-0.3639,2019-05-22,observed,2026-07-15
EDU-015866,CH-001984,8,numeracy_demo,0.0625,2019-03-24,observed,2026-07-15
EDU-015867,CH-001984,10,literacy_demo,-0.8712,2021-04-17,observed,2026-07-15
EDU-015868,CH-001984,10,numeracy_demo,-1.2712,2021-03-20,observed,2026-07-15
EDU-015869,CH-001984,12,literacy_demo,-0.9737,2023-06-06,observed,2026-07-15
EDU-015870,CH-001984,12,numeracy_demo,-1.0903,2023-03-19,observed,2026-07-15
EDU-015871,CH-001984,14,literacy_demo,-1.5393,2025-03-30,observed,2026-07-15
EDU-015872,CH-001984,14,numeracy_demo,-1.6645,2025-05-27,observed,2026-07-15
EDU-015873,CH-001985,8,literacy_demo,,2022-03-24,missing_demo,2026-07-15
EDU-015874,CH-001985,8,numeracy_demo,-0.9287,2022-01-25,observed,2026-07-15
EDU-015875,CH-001985,10,literacy_demo,-0.3146,2024-04-14,observed,2026-07-15
EDU-015876,CH-001985,10,numeracy_demo,-1.1641,2024-03-02,observed,2026-07-15
EDU-015877,CH-001985,12,literacy_demo,-0.0517,2026-04-13,observed,2026-07-15
EDU-015878,CH-001985,12,numeracy_demo,-0.1371,2026-03-27,observed,2026-07-15
EDU-015879,CH-001985,14,literacy_demo,-0.565,2028-03-28,observed,2026-07-15
EDU-015880,CH-001985,14,numeracy_demo,-0.615,2028-02-15,observed,2026-07-15
EDU-015881,CH-001986,8,literacy_demo,0.1641,2007-06-03,observed,2026-07-15
EDU-015882,CH-001986,8,numeracy_demo,0.5965,2007-05-19,observed,2026-07-15
EDU-015883,CH-001986,10,literacy_demo,0.2175,2009-05-19,observed,2026-07-15
EDU-015884,CH-001986,10,numeracy_demo,-0.3179,2009-07-04,observed,2026-07-15
EDU-015885,CH-001986,12,literacy_demo,,2011-07-11,missing_demo,2026-07-15
EDU-015886,CH-001986,12,numeracy_demo,-0.6968,2011-06-08,observed,2026-07-15
EDU-015887,CH-001986,14,literacy_demo,-0.3398,2013-05-29,observed,2026-07-15
EDU-015888,CH-001986,14,numeracy_demo,0.2738,2013-05-24,observed,2026-07-15
EDU-015889,CH-001987,8,literacy_demo,-0.2553,2009-10-09,observed,2026-07-15
EDU-015890,CH-001987,8,numeracy_demo,0.4998,2009-11-30,observed,2026-07-15
EDU-015891,CH-001987,10,literacy_demo,,2011-10-22,missing_demo,2026-07-15
EDU-015892,CH-001987,10,numeracy_demo,0.225,2011-10-01,observed,2026-07-15
EDU-015893,CH-001987,12,literacy_demo,0.2252,2013-11-25,observed,2026-07-15
EDU-015894,CH-001987,12,numeracy_demo,0.9935,2013-10-26,observed,2026-07-15
EDU-015895,CH-001987,14,literacy_demo,1.0752,2015-10-03,observed,2026-07-15
EDU-015896,CH-001987,14,numeracy_demo,0.4645,2015-10-02,observed,2026-07-15
EDU-015897,CH-001988,8,literacy_demo,0.3506,2012-04-22,observed,2026-07-15
EDU-015898,CH-001988,8,numeracy_demo,0.7957,2012-06-20,observed,2026-07-15
EDU-015899,CH-001988,10,literacy_demo,1.2696,2014-07-01,observed,2026-07-15
EDU-015900,CH-001988,10,numeracy_demo,1.3541,2014-06-23,observed,2026-07-15
EDU-015901,CH-001988,12,literacy_demo,1.2492,2016-06-24,observed,2026-07-15
EDU-015902,CH-001988,12,numeracy_demo,0.9495,2016-07-13,observed,2026-07-15
EDU-015903,CH-001988,14,literacy_demo,1.3892,2018-06-06,observed,2026-07-15
EDU-015904,CH-001988,14,numeracy_demo,1.1998,2018-06-25,observed,2026-07-15
EDU-015905,CH-001989,8,literacy_demo,-1.5024,2017-02-02,observed,2026-07-15
EDU-015906,CH-001989,8,numeracy_demo,-0.9584,2017-03-30,observed,2026-07-15
EDU-015907,CH-001989,10,literacy_demo,-0.6183,2019-04-15,observed,2026-07-15
EDU-015908,CH-001989,10,numeracy_demo,-0.6074,2019-03-01,observed,2026-07-15
EDU-015909,CH-001989,12,literacy_demo,-0.9393,2021-02-22,observed,2026-07-15
EDU-015910,CH-001989,12,numeracy_demo,-0.5509,2021-01-29,observed,2026-07-15
EDU-015911,CH-001989,14,literacy_demo,0.0372,2023-02-25,observed,2026-07-15
EDU-015912,CH-001989,14,numeracy_demo,-0.1406,2023-02-03,observed,2026-07-15
EDU-015913,CH-001990,8,literacy_demo,-0.8458,2020-04-01,observed,2026-07-15
EDU-015914,CH-001990,8,numeracy_demo,-0.5261,2020-04-02,observed,2026-07-15
EDU-015915,CH-001990,10,literacy_demo,-0.411,2022-03-20,observed,2026-07-15
EDU-015916,CH-001990,10,numeracy_demo,0.923,2022-03-15,observed,2026-07-15
EDU-015917,CH-001990,12,literacy_demo,-1.204,2024-03-10,observed,2026-07-15
EDU-015918,CH-001990,12,numeracy_demo,-0.5374,2024-03-20,observed,2026-07-15
EDU-015919,CH-001990,14,literacy_demo,,2026-04-07,missing_demo,2026-07-15
EDU-015920,CH-001990,14,numeracy_demo,-0.1229,2026-02-05,observed,2026-07-15
EDU-015921,CH-001991,8,literacy_demo,0.6898,2015-03-14,observed,2026-07-15
EDU-015922,CH-001991,8,numeracy_demo,0.6027,2015-04-15,observed,2026-07-15
EDU-015923,CH-001991,10,literacy_demo,0.1662,2017-03-30,observed,2026-07-15
EDU-015924,CH-001991,10,numeracy_demo,0.3724,2017-04-12,observed,2026-07-15
EDU-015925,CH-001991,12,literacy_demo,-0.0866,2019-04-18,observed,2026-07-15
EDU-015926,CH-001991,12,numeracy_demo,-0.3303,2019-02-05,observed,2026-07-15
EDU-015927,CH-001991,14,literacy_demo,-0.0719,2021-03-17,observed,2026-07-15
EDU-015928,CH-001991,14,numeracy_demo,1.2548,2021-03-13,observed,2026-07-15
EDU-015929,CH-001992,8,literacy_demo,-1.7324,2006-06-02,observed,2026-07-15
EDU-015930,CH-001992,8,numeracy_demo,-1.7932,2006-04-01,observed,2026-07-15
EDU-015931,CH-001992,10,literacy_demo,-2.1048,2008-04-20,observed,2026-07-15
EDU-015932,CH-001992,10,numeracy_demo,-0.9431,2008-05-19,observed,2026-07-15
EDU-015933,CH-001992,12,literacy_demo,-1.5818,2010-05-16,observed,2026-07-15
EDU-015934,CH-001992,12,numeracy_demo,-1.9651,2010-03-30,observed,2026-07-15
EDU-015935,CH-001992,14,literacy_demo,-1.8655,2012-04-09,observed,2026-07-15
EDU-015936,CH-001992,14,numeracy_demo,,2012-05-12,missing_demo,2026-07-15
EDU-015937,CH-001993,8,literacy_demo,1.6354,2007-11-23,observed,2026-07-15
EDU-015938,CH-001993,8,numeracy_demo,2.0986,2007-11-09,observed,2026-07-15
EDU-015939,CH-001993,10,literacy_demo,1.6237,2010-01-05,observed,2026-07-15
EDU-015940,CH-001993,10,numeracy_demo,2.0051,2010-01-04,observed,2026-07-15
EDU-015941,CH-001993,12,literacy_demo,1.4155,2011-10-21,observed,2026-07-15
EDU-015942,CH-001993,12,numeracy_demo,2.0674,2011-11-12,observed,2026-07-15
EDU-015943,CH-001993,14,literacy_demo,1.7845,2013-10-24,observed,2026-07-15
EDU-015944,CH-001993,14,numeracy_demo,2.2459,2013-11-05,observed,2026-07-15
EDU-015945,CH-001994,8,literacy_demo,0.2441,2009-11-18,observed,2026-07-15
EDU-015946,CH-001994,8,numeracy_demo,-0.6966,2009-12-26,observed,2026-07-15
EDU-015947,CH-001994,10,literacy_demo,0.0621,2011-12-29,observed,2026-07-15
EDU-015948,CH-001994,10,numeracy_demo,-0.6707,2011-10-27,observed,2026-07-15
EDU-015949,CH-001994,12,literacy_demo,-1.0625,2013-10-15,observed,2026-07-15
EDU-015950,CH-001994,12,numeracy_demo,-0.7024,2013-12-14,observed,2026-07-15
EDU-015951,CH-001994,14,literacy_demo,-0.6793,2015-10-26,observed,2026-07-15
EDU-015952,CH-001994,14,numeracy_demo,-0.2098,2015-10-29,observed,2026-07-15
EDU-015953,CH-001995,8,literacy_demo,-0.1771,2011-07-25,observed,2026-07-15
EDU-015954,CH-001995,8,numeracy_demo,0.4013,2011-09-07,observed,2026-07-15
EDU-015955,CH-001995,10,literacy_demo,0.309,2013-10-08,observed,2026-07-15
